Line,State,Line-id,line-plant,Donor,Pop,Donor_CIMMYT_ID,Donor_ID,Donor_Accession,Donor_Race,Donor_Lat,Donor_Lon,Donor_Ele,F1,BC1 (683),BC1_ALTERNATIVE,BC1S1 (650),BC1S2 (599),BC1S3 (452),BC1 S4 (414),BC1 S4 BULK1 (225),Bulk1 Weight (gr),BC1 S4 BULK2 ,Bulk2 Weight (gr),TC-T6,TC-Weight (gr)
LANDB361C,BC1S1,LANDB361,C,Carib_SA_Coast_93,Caribraz,CIMMYTMA-008395,,BRAZ 1611,TUXPEN,-25.8,-49.75,921,RS19-1843.1 x B73,RS20-3467xB73,,PV21-539.3@,,,,,,,,,
LANDB362,Lost,,,Carib_SA_Coast_94,Caribraz,CIMMYTMA-009140,,BRAZ 1301,DTRGLI,-28.36666667,-53.88333333,309,,,,,,,,,,,,,
LANDB363A,BC1S2,LANDB363,A,Carib_SA_Coast_95,Caribraz,CIMMYTMA-009141,,BRAZ 1645,DTRGLI,-28.515684,-49.005651,2,RS19-1845.1 x B73,RS20-3468xB73,,PV21-540.1@,CLY21-617@,,,,,,,,
LANDB363B,BC1S2,LANDB363,B,Carib_SA_Coast_95,Caribraz,CIMMYTMA-009141,,BRAZ 1645,DTRGLI,-28.515684,-49.005651,2,RS19-1845.1 x B73,RS20-3468xB73,,PV21-540.2@,CLY21-618@,,,,,,,,
LANDB363C,BC1S2,LANDB363,C,Carib_SA_Coast_95,Caribraz,CIMMYTMA-009141,,BRAZ 1645,DTRGLI,-28.515684,-49.005651,2,RS19-1845.1 x B73,RS20-3468xB73,,PV21-540.3@,CLY21-619@,,,,,,,,
LANDB364,Lost,,,Carib_SA_Coast_96,Caribraz,CIMMYTMA-009472,,VENE 306,COSTEN,7.827287,-72.453725,401,,,,,,,,,,,,,
LANDB365,Lost,,,Carib_SA_Coast_97,Caribraz,CIMMYTMA-009509,,VENE 314,PUYAGR,9.411944,-67.465871,126,,,,,,,,,,,,,
LANDB366A,BC1S2,LANDB366,A,Carib_SA_Coast_98,Caribraz,CIMMYTMA-010185,,URUG 1015,CATSUL,-33.494989,-58.255224,18,RS19-1848.1 x B73,RS20-3469xB73,,PV21-541.1@,CLY21-620@,,,,,,,,
LANDB366B,BC1S2,LANDB366,B,Carib_SA_Coast_98,Caribraz,CIMMYTMA-010185,,URUG 1015,CATSUL,-33.494989,-58.255224,18,RS19-1848.1 x B73,RS20-3469xB73,,PV21-541.2@,CLY21-621@,,,,,,,,
LANDB366C,BC1S2,LANDB366,C,Carib_SA_Coast_98,Caribraz,CIMMYTMA-010185,,URUG 1015,CATSUL,-33.494989,-58.255224,18,RS19-1848.1 x B73,RS20-3469xB73,,PV21-541.3@,CLY21-622@,,,,,,,,
LANDB367,Lost,,,Carib_SA_Coast_99,Caribraz,CIMMYTMA-011127,,VENE 516,,8.291141,-72.360865,59,RS19-15090.1 x B73,,,,,,,,,,,,
LANDB368A,BC1S2,LANDB368,A,Carib_SA_Coast_100,Caribraz,CIMMYTMA-011194,,VENE 516,PAILON,8.267071,-70.556081,153,RS19-1850.1 x B73,RS20-3470xB73,,PV21-542.1@,CLY21-623@,,,,,,,,
LANDB368B,BC1S1,LANDB368,B,Carib_SA_Coast_100,Caribraz,CIMMYTMA-011194,,VENE 516,PAILON,8.267071,-70.556081,153,RS19-1850.1 x B73,RS20-3470xB73,,PV21-542.2@,,,,,,,,,
LANDB368C,BC1S2,LANDB368,C,Carib_SA_Coast_100,Caribraz,CIMMYTMA-011194,,VENE 516,PAILON,8.267071,-70.556081,153,RS19-1850.1 x B73,RS20-3470xB73,,PV21-542.3@,CLY21-625@,,,,,,,,
LANDB369,Lost,,,Carib_SA_Coast_101,Caribraz,CIMMYTMA-011242,,VENE 823,PUYA,10.464608,-68.012668,9,RS19-15091.1 x B73,,,,,,,,,,,,
LANDB370,Lost,,,Carib_SA_Coast_102,Caribraz,CIMMYTMA-011331,,VENE 965,CHANDE,7.488302,-70.306586,110,,,,,,,,,,,,,
LANDB371A,BC1S1,LANDB371,A,Carib_SA_Coast_103,Caribraz,CIMMYTMA-011346,,VENE 982,TUXPEN,10.568005,-69.691145,270,RS19-1853.1 x B73,RS20-3471.1xB73,,PV21-543.1@,,,,,,,,,
LANDB371B,BC1S2,LANDB371,B,Carib_SA_Coast_103,Caribraz,CIMMYTMA-011346,,VENE 982,TUXPEN,10.568005,-69.691145,270,RS19-1853.1 x B73,RS20-3471.1xB73,,PV21-543.2@,CLY21-627@,,,,,,,,
LANDB371C,BC1S2,LANDB371,C,Carib_SA_Coast_103,Caribraz,CIMMYTMA-011346,,VENE 982,TUXPEN,10.568005,-69.691145,270,RS19-1853.1 x B73,RS20-3471.1xB73,,PV21-543.3@,CLY21-628@,,,,,,,,
LANDB372,Lost,,,Carib_SA_Coast_104,Caribraz,CIMMYTMA-011348,,VENE 984,COSTEN,9.658501,-68.158666,153,,,,,,,,,,,,,
LANDB373A,BC1S2,LANDB373,A,Carib_SA_Coast_105,Caribraz,CIMMYTMA-013345,,RDOM 190,,19.38583,-70.639142,197,RS19-1855.1 x B73,RS20-3472xB73,,PV21-544.1@,CLY21-629@,,,,,,,,
LANDB373B,BC1S1,LANDB373,B,Carib_SA_Coast_105,Caribraz,CIMMYTMA-013345,,RDOM 190,,19.38583,-70.639142,197,RS19-1855.1 x B73,RS20-3472xB73,,PV21-544.2@,,,,,,,,,
LANDB373C,BC1S1,LANDB373,C,Carib_SA_Coast_105,Caribraz,CIMMYTMA-013345,,RDOM 190,,19.38583,-70.639142,197,RS19-1855.1 x B73,RS20-3472xB73,,PV21-544.3@,,,,,,,,,
LANDB374A,BC1S2,LANDB374,A,Carib_SA_Coast_106,Caribraz,CIMMYTMA-013363,,RDOM 165,,19.437646,-70.74942,223,RS19-1856.1 x B73,RS20-3473xB73,,PV21-545.1@,CLY21-632@,,,,,,,,
LANDB374B,BC1S2,LANDB374,B,Carib_SA_Coast_106,Caribraz,CIMMYTMA-013363,,RDOM 165,,19.437646,-70.74942,223,RS19-1856.1 x B73,RS20-3473xB73,,PV21-545.2@,CLY21-633@,,,,,,,,
LANDB374C,BC1S2,LANDB374,C,Carib_SA_Coast_106,Caribraz,CIMMYTMA-013363,,RDOM 165,,19.437646,-70.74942,223,RS19-1856.1 x B73,RS20-3473xB73,,PV21-545.3@,CLY21-634@,,,,,,,,
LANDB375A,BC1S2,LANDB375,A,Carib_SA_Coast_107,Caribraz,CIMMYTMA-013997,,RDOM 147,,18.61,-68.7,86,RS19-1857.1 x B73,RS20-3474xB73,,PV21-546.1@,CLY21-635@,,,,,,,,
LANDB375B,BC1S2,LANDB375,B,Carib_SA_Coast_107,Caribraz,CIMMYTMA-013997,,RDOM 147,,18.61,-68.7,86,RS19-1857.1 x B73,RS20-3474xB73,,PV21-546.2@,CLY21-636@,,,,,,,,
LANDB375C,BC1S2,LANDB375,C,Carib_SA_Coast_107,Caribraz,CIMMYTMA-013997,,RDOM 147,,18.61,-68.7,86,RS19-1857.1 x B73,RS20-3474xB73,,PV21-546.3@,CLY21-637@,,,,,,,,
LANDB376,Lost,,,Carib_SA_Coast_108,Caribraz,CIMMYTMA-014149,,BRAZ BA197,,-15.79,-43.24,678,,,,,,,,,,,,,
LANDB377,Lost,,,Carib_SA_Coast_109,Caribraz,CIMMYTMA-014192,,BRAZ PE011,DENTAD,-8.283333333,-35.96666667,537,,,,,,,,,,,,,
LANDB378A,BC1S1,LANDB378,A,Carib_SA_Coast_110,Caribraz,CIMMYTMA-014421,,VENE 1000,CHANDE,9.426424,-70.462042,627,RS19-1860.1 x B73,RS20-3475xB73,,PV21-547.1@,,,,,,,,,
LANDB378B,BC1S2,LANDB378,B,Carib_SA_Coast_110,Caribraz,CIMMYTMA-014421,,VENE 1000,CHANDE,9.426424,-70.462042,627,RS19-1860.1 x B73,RS20-3475xB73,,PV21-547.2@,CLY21-639@,,,,,,,,
LANDB378C,BC1S1,LANDB378,C,Carib_SA_Coast_110,Caribraz,CIMMYTMA-014421,,VENE 1000,CHANDE,9.426424,-70.462042,627,RS19-1860.1 x B73,RS20-3475xB73,,PV21-547.3@,,,,,,,,,
LANDB379,Lost,,,Carib_SA_Coast_111,Caribraz,CIMMYTMA-014423,,VENE 1002,ARAGUI,8.916666667,-64.25,282,RS19-15079.1 x B73,,,,,,,,,,,,
LANDB380,Lost,,,Carib_SA_Coast_112,Caribraz,CIMMYTMA-014431,,VENE 1010,,9.379051,-67.043056,146,,,,,,,,,,,,,
LANDB381A,BC1S2,LANDB381,A,Carib_SA_Coast_113,Caribraz,CIMMYTMA-014435,,VENE 1010,CHANDE,10.11666667,-66.76666667,195,RS19-1863.1 x B73,RS20-3476xB73,,PV21-548.1@,CLY21-641@,,,,,,,,
LANDB381B,BC1S2,LANDB381,B,Carib_SA_Coast_113,Caribraz,CIMMYTMA-014435,,VENE 1010,CHANDE,10.11666667,-66.76666667,195,RS19-1863.1 x B73,RS20-3476xB73,,PV21-548.2@,CLY21-642@,,,,,,,,
LANDB381C,BC1S2,LANDB381,C,Carib_SA_Coast_113,Caribraz,CIMMYTMA-014435,,VENE 1010,CHANDE,10.11666667,-66.76666667,195,RS19-1863.1 x B73,RS20-3476xB73,,PV21-548.3@,CLY21-643@,,,,,,,,
LANDB382,Lost,,,Carib_SA_Coast_114,Caribraz,CIMMYTMA-015382,,BRAZ BA016,DENTAD,-11.23333333,-38.48333333,153,,,,,,,,,,,,,
LANDB383,Lost,,,Carib_SA_Coast_115,Caribraz,CIMMYTMA-015391,,BRAZ SE002,,-10.7,-38.18333333,257,,,,,,,,,,,,,
LANDB384,Lost,,,Carib_SA_Coast_116,Caribraz,CIMMYTMA-015411,,BRAZ PE024,DENTAD,-7.983333333,-38.3,420,RS19-15100.1 x B73,,,,,,,,,,,,
LANDB385A,BC1S1,LANDB385,A,Carib_SA_Coast_117,Caribraz,CIMMYTMA-015441,,BRAZ PE024,PIPOCA,-6.45,-37.1,152,RS19-1867.1 x B73,RS20-3477xB73,,PV21-549.1@, ,,,,,,,,
LANDB385B,BC1S2,LANDB385,B,Carib_SA_Coast_117,Caribraz,CIMMYTMA-015441,,BRAZ PE024,PIPOCA,-6.45,-37.1,152,RS19-1867.1 x B73,RS20-3477xB73,,PV21-549.2@,CLY21-645@,,,,,,,,
LANDB385C,BC1S1,LANDB385,C,Carib_SA_Coast_117,Caribraz,CIMMYTMA-015441,,BRAZ PE024,PIPOCA,-6.45,-37.1,152,RS19-1867.1 x B73,RS20-3477xB73,,PV21-549.3@,,,,,,,,,
LANDB386,Lost,,,Carib_SA_Coast_118,Caribraz,CIMMYTMA-015444,,BRAZ BA064,,-17.83333333,-39.41666667,7,RS19-15101.1 x B73,,,,,,,,,,,,
LANDB387,Lost,,,Carib_SA_Coast_119,Caribraz,CIMMYTMA-015481,,BRAZ BA064,PIPOCA,-11.23333333,-38.48333333,153,,,,,,,,,,,,,
LANDB388,Lost,,,Carib_SA_Coast_120,Caribraz,CIMMYTMA-015679,,CUBA T-24,,22.88333333,-82.5,51,RS19-15103.1 x B73,,,,,,,,,,,,
LANDB389,Lost,,,Carib_SA_Coast_121,Caribraz,CIMMYTMA-015708,,CUBA I-60,,22.939293,-80.849089,21,,,,,,,,,,,,,
LANDB390A,BC1S2,LANDB390,A,Carib_SA_Coast_122,Caribraz,CIMMYTMA-015717,,CUBA I-72,,23.012475,-81.565307,77,RS19-1872.1 x B73,RS20-3478xB73,,PV21-550.1@,CLY21-647@,,,,,,,,
LANDB390B,BC1S2,LANDB390,B,Carib_SA_Coast_122,Caribraz,CIMMYTMA-015717,,CUBA I-72,,23.012475,-81.565307,77,RS19-1872.1 x B73,RS20-3478xB73,,PV21-550.2@,CLY21-648@,,,,,,,,
LANDB390C,BC1S2,LANDB390,C,Carib_SA_Coast_122,Caribraz,CIMMYTMA-015717,,CUBA I-72,,23.012475,-81.565307,77,RS19-1872.1 x B73,RS20-3478xB73,,PV21-550.3@,CLY21-649@,,,,,,,,
LANDB391,Lost,,,Carib_SA_Coast_123,Caribraz,CIMMYTMA-016141,,CUBA I-72,HAITYE,18.563505,-74.267982,154,,,,,,,,,,,,,
LANDB392,Lost,,,Carib_SA_Coast_124,Caribraz,CIMMYTMA-016218,,RDOM 7,,19.443545,-70.777325,177,RS19-15106.1 x B73,,,,,,,,,,,,
LANDB393A,BC1S2,LANDB393,A,Carib_SA_Coast_125,Caribraz,CIMMYTMA-018306,,RDOM 7,PIPOCA,-11.36666667,-38.35,153,RS19-1875.1 x B73,RS20-3479xB73,,PV21-551.1@,CLY21-650@,,,,,,,,
LANDB393B,BC1S2,LANDB393,B,Carib_SA_Coast_125,Caribraz,CIMMYTMA-018306,,RDOM 7,PIPOCA,-11.36666667,-38.35,153,RS19-1875.1 x B73,RS20-3479xB73,,PV21-551.2@,CLY21-651@,,,,,,,,
LANDB393C,BC1S2,LANDB393,C,Carib_SA_Coast_125,Caribraz,CIMMYTMA-018306,,RDOM 7,PIPOCA,-11.36666667,-38.35,153,RS19-1875.1 x B73,RS20-3479xB73,,PV21-551.3@,CLY21-652@,,,,,,,,
LANDB394,Lost,,,Carib_SA_Coast_126,Caribraz,CIMMYTMA-018330,,BRAZ PA107,CATETO,-1.75,-53.5,22,,,,,,,,,,,,,
LANDB395,Lost,,,Carib_SA_Coast_127,Caribraz,CIMMYTMA-019100,,VENE M-143,,9.101847,-62.028567,7,,,,,,,,,,,,,
LANDB396,Lost,,,Carib_SA_Coast_128,Caribraz,CIMMYTMA-019130,,VENE M-143,,2.807101,-60.575732,78,,,,,,,,,,,,,
LANDB397,Lost,,,Carib_SA_Coast_129,Caribraz,CIMMYTMA-021846,,BRAZ BA028,DENTAD,-10.06666667,-38.35,283,,,,,,,,,,,,,
LANDB398,Lost,,,Carib_SA_Coast_130,Caribraz,CIMMYTMA-021865,,,,-17.6,-39.68,97,,,,,,,,,,,,,
LANDB399,Lost,,,Carib_SA_Coast_131,Caribraz,CIMMYTMA-021885,,,DENTAD,-13.75,-42.46666667,675,,,,,,,,,,,,,
LANDB400,Lost,,,Carib_SA_Coast_132,Caribraz,CIMMYTMA-021913,,BRAZ MG035,DENTAD,-16.86666667,-42.06666667,319,,,,,,,,,,,,,
LANDB401,Lost,,,Carib_SA_Coast_133,Caribraz,CIMMYTMA-021915,,BRAZ MG037,DENTAD,-16.86666667,-42.06666667,319,,,,,,,,,,,,,
LANDB402A,BC1S2,LANDB402,A,Carib_SA_Coast_134,Caribraz,CIMMYTMA-021923,,BRAZ MG046,DENTAD,-16.56666667,-41.5,244,RS19-1874.1 x B73,RS20-3480xB73,,PV21-552.1@,CLY21-653@,,,,,,,,
LANDB402B,BC1S2,LANDB402,B,Carib_SA_Coast_134,Caribraz,CIMMYTMA-021923,,BRAZ MG046,DENTAD,-16.56666667,-41.5,244,RS19-1874.1 x B73,RS20-3480xB73,,PV21-552.2@,CLY21-654@,,,,,,,,
LANDB402C,BC1S2,LANDB402,C,Carib_SA_Coast_134,Caribraz,CIMMYTMA-021923,,BRAZ MG046,DENTAD,-16.56666667,-41.5,244,RS19-1874.1 x B73,RS20-3480xB73,,PV21-552.3@,CLY21-655@,,,,,,,,
LANDB403,Lost,,,Carib_SA_Coast_135,Caribraz,CIMMYTMA-021937,,BRAZ MG046,DENTAD,-16.18333333,-40.7,189,,,,,,,,,,,,,
LANDB404,Lost,,,Carib_SA_Coast_136,Caribraz,CIMMYTMA-021973,,BRAZ MG046,,-22.141975,-56.536975,176,,,,,,,,,,,,,
LANDB405,Lost,,,Carib_SA_Coast_137,Caribraz,CIMMYTMA-021987,,BRAZ MG046,DENTAD,-26.035028,-53.076765,555,,,,,,,,,,,,,
LANDB406,Lost,,,Carib_SA_Coast_138,Caribraz,CIMMYTMA-022004,,BRAZ MG046,DENTAD,-24.08333333,-54.16666667,281,,,,,,,,,,,,,
LANDB407,Lost,,,Carib_SA_Coast_139,Caribraz,CIMMYTMA-022006,,BRAZ MG046,DENTAD,-24.08333333,-54.16666667,281,,,,,,,,,,,,,
LANDB408,Lost,,,Carib_SA_Coast_140,Caribraz,CIMMYTMA-026315,,BRAZ BA118,DENTAD,-16.388263,-39.110395,57,,,,,,,,,,,,,
LANDB409,Lost,,,Heat_Panel,,CIMMYTMA-017864,,,,22.36666667,-105.5333333,6,B73xRS20-291,,,,,,,,,,,,
LANDB410,Lost,,,Heat_Panel,,CIMMYTMA-005379,,,COSTCR,20.16666667,-75.2,54,B73xRS20-275,,,,,,,,,,,,
LANDB411,Lost,,,Drought_Panel,,CIMMYTMA-028795,,,CRISCO,-30.142878,-66.535742,389,B73xRS20-265,,,,,,,,,,,,
LANDB412,Lost,,,Heat_Panel,,CIMMYTMA-002317,,,TUXPEN,24.031255,-99.206515,220,B73xRS20-271,,,,,,,,,,,,
LANDB413,Lost,,,Highland_Pools,,CIMMYTMA-020111,,,,,,,B73xRS20-208,,,,,,,,,,,,
LANDB414,Lost,,,Highland_Pools,,CIMMYTMA-029758,,,,,,,B73xRS20-212,,,,,,,,,,,,
LANDB415,Lost,,,Highland_Pools,,CIMMYTMA-029759,,,,,,,B73xRS20-213,,,,,,,,,,,,
